ScientificName,NuContAvailable,CropCategory,YieldUnit,AvYieldUnitWeight(lb),AvMoisture%,AvN%(dry),AvP%(dry),AvK%(dry),YieldUnitWeight(lb)_set,DryMatter%_M-FF,DryMatter%_NAS,DryMatter%_F&L,AvDryMatter%
Phleum pratense,"N,P,K",Forage,ton,2000,11.96,1.540957303,0.221488764,1.82,"2,000",89,88.1,89.1,88.04
Phleum pratense,"N,P,K",Forage,ton,2000,12.28,2.052714607,0.4,3.05,"2,000",89,86.3,89.3,87.72
Phleum pratense,"N,P,K",Forage,ton,2000,13.65,2.25,0.34,1.9,"2,000",,87.7,,86.35
Phleum pratense,"N,P,K",Forage,ton,2000,66.7,1.697070119,0.290315534,1.685711974,"2,000",30.9,34,34.3,33.3
Phleum pratense,"N,P,K",Forage,ton,2000,66.3,1.5,0.24,1.59,"2,000",,33.7,,33.7
Phleum pratense,"N,P,K",Forage,ton,2000,63.7,1.632,0.29,1.69,"2,000",,36.3,,36.3
Phleum pratense,"N,P,K",Forage,ton,2000,64.3,1.552,0.29,1.69,"2,000",,35.7,,35.7
Phleum pratense,"N,P,K",Forage,ton,2000,58.5,1.344,0.29,1.69,"2,000",,41.5,,41.5
Phleum pratense,"N,P,K",Forage,ton,2000,73.1,1.92,0.29,1.69,"2,000",,26.9,,26.9
Phleum pratense,"N,P,K",Forage,ton,2000,70.3,1.872,0.32,1.69,"2,000",,29.7,29.7,29.7
Nicotiana tabacum,"N,P,K",Fiber and miscellaneous,cwt,100,25,4,0.312,3.86,100,,,,75
Nicotiana tabacum,"N,P,K",Fiber and miscellaneous,cwt,100,78.5,3.85,0.173,2.9,100,,,,21.5
Nicotiana tabacum,N,Fiber and miscellaneous,cwt,100,18,3.1,#DIV/0!,#DIV/0!,100,,,,82
Nicotiana tabacum,"N,P,K",Fiber and miscellaneous,cwt,100,20,2.133,0.2725,1.989,100,,,,80
Solanum lycopersicum var. lycopersicum,"N,P,K",Vegetable,lb of fruit ,1,94,2.558023392,0.471052632,4.278701754,10,5.7,6.1,6.2,6
Lotus corniculatus,"N,P,K",Forage,ton,2000,80.13,3.162666667,0.24,2.786666667,"2,000",,22.5,18.1,19.87
Lotus corniculatus,N,Forage,ton,2000,75,3.2,#DIV/0!,#DIV/0!,"2,000",,,,25
Lotus corniculatus,"N,P,K",Forage,ton,2000,78,2.63,0.27,2.98,"2,000",,,19,22
Lotus corniculatus,"N,P,K",Forage,ton,2000,9.97,2.517333333,0.226666667,1.886666667,"2,000",,89,90.1,90.03
Lotus corniculatus,N,Forage,ton,2000,12.8,3.11,#DIV/0!,#DIV/0!,"2,000",,,89.4,87.2
Lotus corniculatus,N,Forage,ton,2000,10.7,2.252,#DIV/0!,#DIV/0!,"2,000",,,93.6,89.3
X Triticosecale rimpaui,"N,P,K",Cereal and oil,bu,48,10.95,2.453661029,0.34,0.57,48,,,89.1,89.05
Brassica rapa var. rapa,"N,P,K",Forage,ton,2000,86.53,3.298,0.4225,3.015,"2,000",15,12.7,13.2,13.48
Brassica rapa var. rapa,"N,P,K",Vegetable,lb of leaf,1,87.3,3.488,0.51,3,1,,12.7,,12.7
Brassica rapa var. rapa,"N,P,K",Vegetable,lb of root,1,91.06,2.242012903,0.318758961,2.732139785,50,9.3,9.7,8.7,8.94
Vicia sp.,"N,P",Forage,lb of seed,1,9.55,4.608,0.59,#DIV/0!,1,,,89.9,90.45
Vica sativa,"N,P,K",Forage,ton,2000,79.7,2.983098039,0.331045752,2.5,"2,000",20.4,20.4,20.1,20.3
Vica sativa,"N,P,K",Forage,ton,2000,75,3.7,0.26,3.15,"2,000",,,,25
Vica sativa,"N,P,K",Forage,ton,2000,75,3,0.35,2.51,"2,000",,,,25
Vica sativa,"N,P,K",Forage,ton,2000,12.2,2.596629214,0.359850187,2.238127341,"2,000",89,85.4,89,87.8
Vica sativa,N,Forage,ton,2000,16,3.552,#DIV/0!,#DIV/0!,"2,000",,83,,84
Vica sativa,N,Forage,ton,2000,14.7,2.938,#DIV/0!,#DIV/0!,"2,000",,85.6,,85.3
Vica villosa,"N,P,K",Forage,ton,2000,78.25,3.754,0.33,2.25,"2,000",,18.5,,21.75
Vica villosa,"N,P,K",Forage,ton,2000,12.1,3.679821555,0.35628692,2.228636364,"2,000",88,88.8,,87.9
Vica villosa,"N,P,K",Forage,ton,2000,11.5,3.616,0.36,2.09,"2,000",,88.5,88.5,88.5
Juglans nigra,"N,P,K",Tree and fruit,lb of nut,1,4.36,4.073609369,0.485152656,0.547887913,1,,,,95.64
Juglans regia,"N,P,K",Tree and fruit,lb of nut,1,3.65,2.373015049,0.329008822,0.521017125,1,,,,96.35
Triticum sp.,"N,P",Forage,ton,2000,73.55,2.336,0.31,#DIV/0!,"2,000",,25.9,27,26.45
Triticum sp.,N,Forage,ton,2000,73.4,1.92,#DIV/0!,#DIV/0!,"2,000",,26.6,,26.6
Triticum sp.,"N,P,K",Forage,ton,2000,11.3,1.251017699,0.197278761,1.204026549,"2,000",90.4,86.4,89,88.7
Triticum sp.,N,Forage,ton,2000,17.45,1.28,#DIV/0!,#DIV/0!,"2,000",,82.6,82.5,82.55
Triticum sp.,"N,P",Forage,ton,2000,12.75,1.232,0.2,#DIV/0!,"2,000",,85.2,89.3,87.25
Triticum sp.,N,Forage,ton,2000,15.7,1.456,#DIV/0!,#DIV/0!,"2,000",,84.3,84.3,84.3
Triticum aestivum,"N,P,K",Cereal and oil,bu,60,11.45,2.703995561,0.434650388,0.41,60,90.1,90.1,,88.55
Triticum aestivum,"N,P,K",Cereal and oil,bu,60,11.68,2.303221477,0.434949664,0.486666667,60,89.4,88.8,88.4,88.32
Triticum aestivum,"N,P,K",Cereal and oil,bu,60,11.44,1.943870852,0.373778027,0.453333333,60,89.2,89.2,90.4,88.56
Triticum aestivum,"N,P,K",Cereal and oil,bu,60,11.41,1.800168256,0.368823612,0.486666667,60,89.15,88,89.9,88.59
Triticum durum,"N,P,K",Cereal and oil,bu,60,11.83,2.432,0.423333333,0.503333333,60,,88.8,87.7,88.17
Poaceae,N,Forage,ton,2000,55.4,1.392,#DIV/0!,#DIV/0!,"2,000",,44.6,,44.6
Poaceae,N,Forage,ton,2000,39.5,1.44,#DIV/0!,#DIV/0!,"2,000",,60.5,,60.5
Poaceae,N,Forage,ton,2000,63.4,1.456,#DIV/0!,#DIV/0!,"2,000",,36.6,,36.6
Poaceae,"N,P",Forage,ton,2000,8.37,1.343486506,0.07,#DIV/0!,"2,000",,90.8,92.7,91.63
Poaceae,"N,P,K",Forage,ton,2000,8,1.376,0.27,2.67,"2,000",,92,,92
Poaceae,N,Forage,ton,2000,10.2,0.848,#DIV/0!,#DIV/0!,"2,000",,89.8,,89.8
Poaceae,"N,P",Forage,ton,2000,9.6,0.848,0.1,#DIV/0!,"2,000",,90.4,,90.4
Pseudoroegneria spicata,N,Forage,ton,2000,11.1,0.544,#DIV/0!,#DIV/0!,"2,000",,88.9,,88.9
Agropyron sp.,"N,P,K",Forage,ton,2000,54.25,1.872,0.14,1.72,"2,000",,46.5,45,45.75
Agropyron sp.,"N,P",Forage,ton,2000,62.4,1.541333333,0.18,#DIV/0!,"2,000",,36.9,34.9,37.6
Agropyron sp.,"N,P,K",Forage,ton,2000,61.27,1.188437218,0.15,1.04,"2,000",36.9,,34.3,38.73
Agropyron sp.,"N,P,K",Forage,ton,2000,44.7,1.000833333,0.145833333,1.04,"2,000",60,60,56.2,55.3
Agropyron sp.,"N,P",Forage,ton,2000,7.85,1.528,0.15,#DIV/0!,"2,000",,92.3,,92.15
Agropyron sp.,"N,P",Forage,ton,2000,13.03,1.904444444,0.27,#DIV/0!,"2,000",90,90.9,,86.97
Agropyron sp.,"N,P",Forage,ton,2000,12.55,1.396,0.16,#DIV/0!,"2,000",,94.9,,87.45
Agropyron sp.,"N,P",Forage,ton,2000,10.6,0.776,0.09,#DIV/0!,"2,000",,94.4,93.8,89.4
Agropyron sp.,N,Forage,ton,2000,3.6,1.832,#DIV/0!,#DIV/0!,"2,000",,96.4,96.4,96.4
Thinopyrum intermedium,"N,P,K",Forage,ton,2000,9.95,1.303407407,0.19,1.65,"2,000",90,90.1,90.1,90.05
Elymus trachycaulus,"N,P,K",Forage,ton,2000,8.93,1.396740741,0.254166667,2.679444444,"2,000",90,92,91.3,91.08
Elymus trachycaulus,N,Forage,ton,2000,5.4,1.936,#DIV/0!,#DIV/0!,"2,000",,94.6,,94.6
Elymus trachycaulus,N,Forage,ton,2000,6.8,1.472,#DIV/0!,#DIV/0!,"2,000",,93.2,,93.2
Elymus trachycaulus,N,Forage,ton,2000,7.1,2.88,#DIV/0!,#DIV/0!,"2,000",,92.9,,92.9
Thinopyrum ponticum,N,Forage,ton,2000,11,1.264,#DIV/0!,#DIV/0!,"2,000",,,,89
Elymus lanceolatus,N,Forage,ton,2000,8,1.2,#DIV/0!,#DIV/0!,"2,000",,92,,92
Pascopyrum smithii,"N,P",Forage,ton,2000,10.85,1.376,0.25,#DIV/0!,"2,000",,89.4,88.9,89.15
Pascopyrum smithii,N,Forage,ton,2000,6.6,1.376,#DIV/0!,#DIV/0!,"2,000",,93.4,,93.4
Pascopyrum smithii,"N,P",Forage,ton,2000,10.1,0.736,0.08,#DIV/0!,"2,000",,90.2,89.6,89.9
Pascopyrum smithii,"N,P",Forage,ton,2000,11.8,1.92,0.21,#DIV/0!,"2,000",,88.2,88.2,88.2
Triticum spelta,"N,P",Cereal and oil,bu,40,10.17,2.128,0.42,#DIV/0!,40,,89.6,89.9,89.83
Triticum spelta,N,Cereal and oil,lb straw/bu grain,80.475,17.25,0.528,#DIV/0!,#DIV/0!,,,82.8,82.7,82.75
Triticum sp.,"N,P,K",Cereal and oil,lb straw/bu grain,80.475,9.22,0.63895731,0.063898488,1.173574514,,92.6,87.8,91.1,90.78
Triticum sp.,"N,P,K",Cereal and oil,lb straw/bu grain,92.475,9.22,0.63895731,0.063898488,1.173574514,,92.6,87.8,91.1,90.78
Zizania palustris,"N,P,K",Cereal and oil,lb of caryopsis,1,37.5,2.64432,0.4995,0.489,1,,,,62.5
Zizania palustris,"N,P,K",Cereal and oil,lb straw/lb grain,1.31,9.2,0.809,0.11,0.788,,,,,90.8
Dioscorea sp.,"N,P,K",Vegetable,lb of tuber,1,74,1.107692308,0.25,2.307692308,50,,,,26
Malpighia emarginata,"N,P,K",Tree and fruit,lb of fruit,1,91.41,0.745052387,0.128055879,1.699650757,1,,,,8.59
